-73.99721,40.76238,0
-73.99783,40.76151,0
-73.9983,40.76089,0
-73.99837,40.76078,0
-73.99887,40.76006,0
-73.99926,40.75955,0
-73.99938,40.75936,0
-73.99964,40.75899,0
-73.99969,40.75891,0
-74.00151,40.75645,0
-74.00176,40.75609,0
-74.00241,40.75521,0
-74.00246,40.75513,0
-74.00254,40.75502,0
-74.00272,40.7548,0
-74.00282,40.75465,0
-74.0029,40.75455,0
-74.00301,40.75439,0
-74.00304,40.75436,0
-74.00312,40.75424,0
-74.00313,40.75423,0
-74.00324,40.75407,0
-74.00363,40.75361,0
-74.00366,40.75357,0
-74.0037,40.75353,0
-74.00371,40.75351,0
-74.00374,40.75348,0
-74.00386,40.75328,0
-74.00388,40.7532,0
-74.00406,40.75295,0
-74.00408,40.75293,0
-74.00427,40.75265,0
-74.00546,40.75102,0
-74.00563,40.7508,0
-74.00604,40.75023,0
-74.0061,40.75018,0
-74.00621,40.75005,0
-74.0062,40.75,0
-74.0062,40.74996,0
-74.00621,40.74991,0
-74.00641,40.74963,0
-74.00642,40.74961,0
-74.00642,40.74959,0
-74.00643,40.74957,0
-74.00643,40.74956,0
-74.00641,40.74953,0
-74.0064,40.74951,0
-74.00634,40.74948,0
-74.00451,40.7487,0
-74.0043,40.74862,0
-74.00389,40.74844,0
-74.00386,40.74842,0
-74.00369,40.74836,0
-74.00088,40.74718,0
-74.00106,40.74691,0
-74.00109,40.74688,0
-74.00137,40.74651,0
-74.00155,40.74625,0
-74.00185,40.74585,0
-74.00191,40.74576,0
-74.00224,40.74532,0
-74.0023,40.74523,0
-74.00273,40.74464,0
-74.00309,40.74417,0
-74.00333,40.74381,0
-74.00369,40.74331,0
-74.00392,40.74301,0
-74.00392,40.743,0
-74.00401,40.74288,0
-74.00681,40.74406,0
-74.00662,40.74434,0
-74.00639,40.74465,0
-74.00634,40.7447,0
-74.00614,40.74499,0
-74.00595,40.74523,0
-74.00553,40.74582,0
-74.00551,40.74587,0
-74.00483,40.74681,0
-74.00465,40.74704,0
-74.00279,40.7496,0
-74.00159,40.7491,0
-74.00153,40.74907,0
-74.00099,40.74884,0
-74.00094,40.7489,0
-74.0009,40.74897,0
-74.00083,40.74905,0
-74.0008,40.7491,0
-74.00078,40.74911,0
-74.00075,40.74913,0
-74.00065,40.74916,0
-74.00061,40.74918,0
-74.00059,40.7492,0
-74.00056,40.74922,0
-74.00054,40.74925,0
-74.00053,40.74926,0
-74.00051,40.7493,0
-74.00051,40.74934,0
-74.0005,40.74935,0
-74.00051,40.74939,0
-74.00053,40.74942,0
-74.00055,40.74946,0
-74.00058,40.74948,0
-74.00063,40.74953,0
-74.00234,40.75022,0
-74.00188,40.75084,0
-74.00177,40.75078,0
-73.99908,40.74964,0
-73.99953,40.74905,0
-73.99974,40.74875,0
-73.99999,40.74842,0
-73.99982,40.74836,0
-73.99944,40.7482,0
-73.99907,40.74806,0
-73.99843,40.74777,0
-73.9948,40.74622,0
-73.99471,40.74619,0
-73.99428,40.746,0
-73.99471,40.74539,0
-73.99565,40.74411,0
-73.99582,40.7439,0
-73.9966,40.74281,0
-73.99703,40.74224,0
-73.99706,40.74217,0
-73.99743,40.74165,0
-73.99787,40.74107,0
-73.99828,40.74048,0
-73.99872,40.7399,0
-73.99918,40.73924,0
-73.99969,40.73857,0
-74.0002,40.73787,0
-74.00023,40.73785,0
-74.00067,40.73724,0
-74.00075,40.73712,0
-74.00079,40.73707,0
-74.00097,40.7368,0
-74.00101,40.73673,0
-74.00111,40.73659,0
-74.00125,40.7368,0
-74.00137,40.73696,0
-74.00138,40.73699,0
-74.00139,40.737,0
-74.00147,40.73717,0
-74.00167,40.73752,0
-74.00173,40.73764,0
-74.00175,40.73766,0
-74.00176,40.73768,0
-74.00181,40.73774,0
-74.00184,40.7378,0
-74.00206,40.73812,0
-74.00389,40.73814,0
-74.00415,40.73815,0
-74.0056,40.73816,0
-74.00569,40.73763,0
-74.0057,40.73754,0
-74.00575,40.73723,0
-74.00575,40.73713,0
-74.00572,40.73707,0
-74.0057,40.73704,0
-74.00564,40.73698,0
-74.00552,40.7369,0
-74.00544,40.7368,0
-74.00542,40.73679,0
-74.0054,40.73677,0
-74.00535,40.7367,0
-74.00533,40.73666,0
-74.00532,40.73663,0
-74.00531,40.73661,0
-74.0053,40.73658,0
-74.00524,40.73633,0
-74.00497,40.73538,0
-74.00494,40.73531,0
-74.00477,40.73473,0
-74.00476,40.73467,0
-74.00457,40.73403,0
-74.00447,40.73376,0
-74.00428,40.73345,0
-74.00425,40.73341,0
-74.00415,40.73324,0
-74.00398,40.73292,0
-74.00371,40.73246,0
-74.0037,40.73243,0
-74.00365,40.73232,0
-74.0036,40.73225,0
-74.0038,40.73192,0
-74.00395,40.73162,0
-74.00423,40.73114,0
-74.00449,40.73076,0
-74.00475,40.73031,0
-74.00504,40.72974,0
-74.00511,40.72963,0
-74.00515,40.72954,0
-74.00518,40.72941,0
-74.00532,40.7286,0
-74.00535,40.72846,0
-74.00543,40.72789,0
-74.00566,40.72653,0
-74.00562,40.72643,0
-74.00579,40.72535,0
-74.0058,40.72532,0
-74.00582,40.72514,0
-74.00596,40.72442,0
-74.00597,40.7243,0
-74.00599,40.72415,0
-74.00601,40.72408,0
-74.00606,40.72381,0
-74.00608,40.72375,0
-74.00614,40.72366,0
-74.0063,40.72263,0
-74.00634,40.72227,0
-74.00646,40.72164,0
-74.00649,40.72151,0
-74.00653,40.72126,0
-74.00656,40.72113,0
-74.00659,40.72096,0
-74.00662,40.72083,0
-74.00666,40.72058,0
-74.00668,40.72049,0
-74.0067,40.72045,0
-74.00681,40.71978,0
-74.01,40.7201,0
-74.01005,40.7201,0
-74.01013,40.72011,0
-74.01035,40.7188,0
-74.01048,40.71811,0
-74.01001,40.71806,0
-74.00949,40.71799,0
-74.00942,40.71799,0
-74.00894,40.71793,0
-74.00889,40.71826,0
-74.00865,40.71959,0
-74.00858,40.72004,0
-74.00847,40.72062,0
-74.00825,40.72195,0
-74.00824,40.72196,0
-74.00824,40.722,0
-74.00811,40.72275,0
-74.00805,40.72317,0
-74.00802,40.72329,0
-74.00801,40.72337,0
-74.00792,40.72381,0
-74.00789,40.72402,0
-74.00778,40.72458,0
-74.00769,40.72511,0
-74.00768,40.7252,0
-74.00756,40.72585,0
-74.00721,40.72806,0
-74.00317,40.72768,0
-74.00311,40.72785,0
-74.00309,40.72794,0
-74.00292,40.72824,0
-74.00288,40.72829,0
-74.00283,40.72837,0
-74.00269,40.72864,0
-74.00225,40.72957,0
-74.00221,40.72968,0
-74.00218,40.7298,0
-74.00173,40.73054,0
-74.00149,40.73097,0
-74.00134,40.73121,0
-74.00129,40.73126,0
-74.00052,40.73232,0
-74.00049,40.73237,0
-74.00012,40.73288,0
-74.00002,40.733,0
-73.99923,40.73407,0
-73.99918,40.73415,0
-73.99872,40.73479,0
-73.99855,40.73501,0
-73.99854,40.73503,0
-73.99851,40.73506,0
-73.99826,40.7354,0
-73.99826,40.73543,0
-73.99784,40.73601,0
-73.99783,40.73604,0
-73.99779,40.73607,0
-73.99772,40.73615,0
-73.99639,40.73798,0
-73.99633,40.73805,0
-73.99545,40.73929,0
-73.99539,40.73936,0
-73.99502,40.73985,0
-73.99375,40.74162,0
-73.99366,40.74173,0
-73.99363,40.74176,0
-73.99335,40.74215,0
-73.99328,40.74223,0
-73.99307,40.74254,0
-73.9928,40.7429,0
-73.9924,40.74273,0
-73.99234,40.7427,0
-73.99172,40.74244,0
-73.99166,40.74241,0
-73.99145,40.74232,0
-73.99124,40.74225,0
-73.99045,40.74192,0
-73.99031,40.74187,0
-73.98958,40.74157,0
-73.98913,40.74137,0
-73.98917,40.74129,0
-73.98934,40.74073,0
-73.98939,40.74059,0
-73.98691,40.73954,0
-73.9868,40.7395,0
-73.98141,40.73723,0
-73.9848,40.73253,0
-73.98494,40.73235,0
-73.98543,40.73166,0
-73.98571,40.73129,0
-73.98592,40.73103,0
-73.986,40.73089,0
-73.98604,40.73083,0
-73.98631,40.73047,0
-73.98643,40.73029,0
-73.98891,40.72689,0
-73.98924,40.72648,0
-73.9893,40.72639,0
-73.98944,40.7262,0
-73.98707,40.7252,0
-73.98685,40.72512,0
-73.98499,40.72434,0
-73.98485,40.72427,0
-73.98491,40.72417,0
-73.98577,40.72301,0
-73.98581,40.72293,0
-73.98603,40.72264,0
-73.98624,40.72234,0
-73.98627,40.72229,0
-73.98647,40.72234,0
-73.98693,40.72248,0
-73.9871,40.72254,0
-73.98786,40.72278,0
-73.98799,40.72283,0
-73.98854,40.72298,0
-73.98873,40.72304,0
-73.98881,40.72306,0
-73.98882,40.72307,0
-73.98985,40.72337,0
-73.99103,40.72374,0
-73.99126,40.72382,0
-73.99183,40.72398,0
-73.99208,40.72406,0
